Tiepoint_ID ,height,time_1,pos_inert_1_x,pos_inert_1_y,pos_inert_1_z,lat_1,wlon_1,time_2,pos_inert_2_x,pos_inert_2_y,pos_inert_2_z,lat_2,wlon_2,residual_dist
      t44s01t43s07_usgs2_422,  0.000, 265234290.622,    1672.99,    1263.06,   -1495.46,-28.9374, 106.5832, 263852293.478,    1394.37,    2162.70,     -95.28,  4.1403,  85.4543,   1710.969
      t44s01t43s07_usgs2_423,  0.000, 265234225.454,    1537.69,    1404.92,   -1514.04,-29.4496, 101.5796, 263852293.478,    1291.95,    2212.61,    -256.61,  0.4499,  83.0635,   1537.146
      t44s01t43s07_usgs2_424,  0.000, 265234229.699,    1547.06,    1394.15,   -1514.46,-29.4590, 101.9457, 263852293.478,    1298.40,    2210.01,    -246.23,  0.6879,  83.2073,   1551.031
      t43s01t43s07_usgs2_426, -0.775, 263857677.562,    1161.04,    1814.27,   -1409.63,-26.9275,  87.8371, 263857677.562,    1160.58,    1814.66,   -1409.50,-26.9245,  87.8220,      0.619
      t43s01t43s07_usgs2_427, -0.529, 263857569.556,     911.48,    1979.16,   -1371.15,-26.2233,  80.3396, 263857570.946,     912.05,    1979.85,   -1369.77,-26.1869,  80.3434,      1.643
      t43s01t43s07_usgs2_428, -0.408, 263856741.082,     984.93,    1944.16,   -1370.65,-26.1121,  82.1371, 263856741.082,     985.42,    1943.80,   -1370.81,-26.1155,  82.1520,      0.621
      t43s01t43s07_usgs2_429, -0.708, 263857636.871,    1032.20,    1884.84,   -1417.36,-27.2748,  84.1685, 263857636.871,    1032.43,    1885.28,   -1416.60,-27.2547,  84.1672,      0.906
     hayes_42_5_t98s01t39s01, -0.738, 444641461.049,     -65.82,    -181.56,   -2567.01,-86.3943,-137.8441, 251463399.232,    -178.03,    -339.09,   -2545.61,-86.4380,-142.3370,     12.766
     hayes_42_5_t98s01t59s01, -0.737, 444641461.049,     -65.82,    -181.56,   -2567.01,-86.3944,-137.8450, 301721879.881,    -256.55,     -29.26,   -2561.28,-86.4206,-142.1778,     12.252
    hayes_146_7_t39s01t56s01, -0.716, 251463574.342,     203.18,    -948.77,   -2384.43,-70.0534,-152.8686, 297590984.455,    -540.36,     648.86,   -2431.86,-69.8284,-152.6571,     10.621
    hayes_188_2_t56s01t71s01, -0.635, 297591331.613,     368.97,     578.29,   -2481.29,-68.2027, -93.3336, 331734352.321,     656.61,    -598.03,   -2416.31,-67.9433, -93.2949,     11.675
    hayes_188_3_t55s01t71s01, -0.470, 296214303.309,     408.00,     618.82,   -2465.52,-66.9078, -92.8442, 331734358.594,     699.98,    -624.72,   -2397.49,-66.7449, -92.8928,      7.368
    hayes_798_1_t44s01t95s01, -0.189, 265235753.818,    1594.17,   -1822.16,     876.37, 19.9571,-164.6096, 434998550.421,    2185.24,    1224.18,     596.45, 19.8584,-164.4067,      9.654
   hayes_1236_1_t29s01t25s01, -1.018, 230895577.147,     118.66,     -85.31,    2569.83, 83.4569, -77.4423, 225386865.477,     112.94,     -97.47,    2569.65, 83.1582, -76.7682,     13.873
   hayes_1236_1_t25s01t64s01, -1.252, 225386865.477,     112.63,     -98.11,    2569.41, 83.1424, -76.7622, 315231450.369,     468.69,      21.79,    2530.62, 83.4558, -77.5772,     14.712
   hayes_1238_1_t29s01t92s01, -0.605, 230895595.148,     171.80,    -110.71,    2566.27, 83.2451, -88.6520, 426733931.765,     432.68,     -25.12,    2537.65, 83.4065, -89.5317,      8.585
   hayes_1238_1_t25s01t92s01, -0.602, 225386888.542,     174.55,    -110.85,    2566.08, 83.2531, -88.6369, 426733931.765,     432.68,     -25.13,    2537.65, 83.4064, -89.5297,      8.314
   hayes_1238_1_t64s01t92s01, -0.599, 315231460.419,     503.51,      67.86,    2523.77, 83.2586, -88.6507, 426733931.765,     432.68,     -25.15,    2537.66, 83.4061, -89.5273,      8.052
   hayes_1238_3_t29s01t92s01, -0.708, 230895598.148,     174.39,    -122.29,    2565.47, 83.0016, -89.5163, 426733934.615,     444.09,     -30.32,    2535.52, 83.1429, -90.4109,      7.986
   hayes_1238_3_t25s01t92s01, -0.709, 225386891.283,     177.03,    -122.87,    2565.26, 82.9986, -89.4776, 426733934.615,     444.09,     -30.31,    2535.52, 83.1429, -90.4114,      8.226
   hayes_1238_3_t64s01t92s01, -0.708, 315231461.759,     514.86,      67.60,    2521.37, 83.0189, -89.4521, 426733934.615,     444.09,     -30.32,    2535.52, 83.1429, -90.4109,      7.614
   hayes_1238_4_t29s01t92s01, -0.500, 230895595.548,     190.08,     -73.10,    2566.43, 84.1383, -91.0377, 426733940.600,     413.60,      11.21,    2541.04, 84.2817, -92.0685,      7.962
   hayes_1238_5_t29s01t92s01, -0.662, 230895588.347,     187.17,    -101.96,    2565.50, 83.4930, -91.3061, 426733950.648,     436.16,      -8.53,    2537.11, 83.6096, -92.3428,      7.403
   hayes_1238_5_t25s01t92s01, -0.656, 225386891.283,     189.46,    -102.39,    2565.32, 83.4906, -91.2279, 426733950.648,     436.16,      -8.55,    2537.11, 83.6093, -92.3384,      7.735
    hayes_472_1_t36s01t36s02, -0.498, 244571096.207,   -1295.46,    1950.78,   -1069.72,-23.7084,  23.6911, 244571454.943,   -1297.76,    1949.30,   -1069.63,-23.7137,  23.7184,      1.149
